id,predicted_price
2591820310,101059.22
7974200820,110881.695
7701450110,111719.92
9522300010,113023.164
9510861140,106686.94
1761300310,101059.22
7732410120,106686.94
7010701383,112356.42
291310170,106686.94
4232901990,101059.22
6840701125,101059.22
3971700580,101059.22
4202400078,101059.22
6064800090,101059.22
2626119028,101059.22
3303980660,112993.09
862000020,102996.25
2386000070,107805.97
1138000450,101059.22
1775800420,101059.22
2291401425,99169.11
2025770560,116704.164
3525069037,106686.94
9324800450,105826.71
8080400136,107805.97
8651540040,101059.22
9407001790,101059.22
1773101530,101059.22
9432900250,106686.94
1794500695,106429.63
2220069003,111719.92
923000120,101059.22
5728000060,101059.22
16000200,101059.22
1926059094,101059.22
6672900220,106429.63
3629860060,114521.45
1822069109,106686.94
6675500105,101059.22
249000180,116704.164
226059065,101059.22
396100110,101059.22
9264450460,104691.58
7853361210,101059.22
9474700020,101059.22
421000455,101059.22
3755200220,101059.22
7960100075,101059.22
9477100490,101059.22
9138100350,141823.78
1624049275,106686.94
2770606890,101059.22
1157200189,111925.64
2770601800,101059.22
9301300805,106686.94
2325069032,114521.45
1021079099,106686.94
7215730040,107293.33
1853200080,106429.63
3224600340,106686.94
3222049120,111564.37
2113700025,101059.22
7893207925,101059.22
3586501085,106686.94
8024200010,101059.22
7116500705,101059.22
1598600209,108731.84
7204200025,204916.34
4206901505,101059.22
2937300440,106686.94
7205000180,104028.94
8718500665,101059.22
5318101765,106429.63
4122700020,99169.11
8078700020,101059.22
3303980680,111925.64
8924100372,113023.164
2781270210,101059.22
519000043,106686.94
3225069301,158516.06
151000075,106686.94
2297400020,101059.22
6617500085,106686.94
104510180,101059.22
3528900060,112356.42
3345100286,106686.94
1226039130,101059.22
8712100720,106429.63
3037200010,101059.22
3626039268,101059.22
104510230,101059.22
5112800060,101059.22
6072400280,112356.42
5317100570,106686.94
9528102993,105167.81
2919201095,101059.22
6181400920,106686.94
185000161,101059.22
8691400010,107805.97
3345700165,101059.22
6151800486,101059.22
4340000080,111925.64
4136960010,110909.3
3634100030,101059.22
1624059224,111925.64
2788400090,101059.22
9828200762,101059.22
7524400250,101059.22
3528000290,106686.94
5700003630,118668.46
2720069019,105826.71
7227501170,101059.22
2397101270,101059.22
6792100090,106686.94
2770602265,101059.22
3971700937,101059.22
422049203,101059.22
3076500830,101059.22
1423400260,101059.22
9161100795,101059.22
3126049052,101059.22
5100401468,101059.22
514500235,101059.22
1423200170,101059.22
1402100070,105286.63
624110020,107293.33
2407000145,101059.22
1890000225,102996.25
1320069271,101059.22
5490700085,99169.11
263000155,101059.22
3726800201,101059.22
5153200358,99169.11
2725079018,107805.97
7165700200,107293.33
9429000170,106686.94
8718500075,106429.63
1760650950,106686.94
1068000559,134667.39
4113800500,106686.94
4077800507,107293.33
2725069150,106686.94
4008400035,105789.68
7016310270,106686.94
1432701230,101059.22
3278606050,111925.64
2473350710,101059.22
2185000685,101059.22
7792000025,101059.22
6868200029,101059.22
624069003,111719.92
7431500280,111564.37
3296000040,106686.94
1118001215,106686.94
6453900040,109630.43
333100209,101059.22
34001765,110192.9
8946700100,106686.94
5561401210,107293.33
6671900095,106429.63
3275850020,106686.94
3876300600,101059.22
1450900020,101059.22
8562780280,101059.22
7663700973,105167.81
2126049032,106429.63
1823059159,101059.22
3438503426,101059.22
9297301495,106686.94
7140700850,106686.94
7942601805,106686.94
2555900030,101059.22
2887970040,106686.94
7419700010,99169.11
2239000011,101059.22
9283800050,101059.22
9407001340,106429.63
217500140,104691.58
7212660520,101059.22
3298201170,101059.22
3057000400,101059.22
6865200444,107293.33
6071600340,101059.22
6821600005,101059.22
1235100371,104691.58
7796450340,106686.94
3603000410,101059.22
9297300255,111564.37
9126100850,99169.11
2770601462,106686.94
2599001500,101059.22
1102000095,106686.94
1853080640,114416.55
9551201585,114443.28
3438500796,101059.22
7518504291,101059.22
9269200340,101059.22
715010130,150534.34
1982201485,107293.33
9526500080,101059.22
9277200180,101059.22
6669150280,106686.94
8917100153,106686.94
3760500516,120440.14
2725069050,106686.94
3332000091,101059.22
8562770080,107805.97
8151601190,99169.11
8563040160,101059.22
240000269,116597.26
4307350200,106686.94
1311910300,99169.11
3574900030,106686.94
7853230570,106686.94
320069049,134667.39
9839301060,101059.22
7011201333,112097.195
2781320100,101059.22
3421069120,106686.94
7852030320,106686.94
5316101075,114114.25
5309100750,101059.22
629000730,101059.22
511700170,106429.63
1562100030,101059.22
2489200230,101059.22
524069116,101059.22
5315100737,108731.84
1868900675,112356.42
1608000120,106686.94
705700240,106686.94
7575600610,106686.94
1778500015,101059.22
5423500240,101059.22
6713700025,101059.22
2734100734,111925.64
301402280,101059.22
2113700205,101059.22
4114601570,206705.6
3332000615,101059.22
3630050180,101059.22
6852700520,106686.94
6870310010,111925.64
6163900981,101059.22
393000142,106686.94
1771100130,101059.22
1442860160,106686.94
9191200435,101059.22
6788200800,111323.64
1115300070,111925.64
3176600105,101059.22
2770604665,101059.22
5469500580,101059.22
5680000545,104028.94
3424089119,106686.94
1328300180,106686.94
1773100922,107805.97
4123830480,106686.94
9808610190,106686.94
4250200140,106686.94
4217402115,213420.38
3831250350,106686.94
2397101055,106429.63
6817850110,106686.94
7526800200,101059.22
7853370100,106686.94
2523089025,111564.37
9476200680,101059.22
5714200140,107293.33
3575304895,104691.58
263000018,111024.33
8080400177,101059.22
6450304130,101059.22
514500090,106429.63
9477000300,101059.22
853600310,118204.58
1951600240,101059.22
1099900120,106686.94
5323100120,111925.64
1223089016,101059.22
522059172,101059.22
1930300190,106429.63
9542840410,101059.22
8665050530,101059.22
5592900205,134667.39
5450300010,101059.22
2459960030,106686.94
3331500455,101059.22
3432500705,101059.22
3702900165,101059.22
5249803550,106686.94
626049058,104691.58
1788900380,101059.22
8075400360,101059.22
9113200250,106686.94
2738640040,106686.94
7821200307,101059.22
3530440140,101059.22
3582700130,101059.22
9276200569,111925.64
7197800020,106686.94
686200490,101059.22
3501600100,101059.22
6383000690,101059.22
7604400150,101059.22
5249801411,110879.79
2607720420,106686.94
9561100010,106686.94
1796370590,101059.22
4077800593,101059.22
854000165,101059.22
5536100010,101059.22
4188000670,106686.94
31000165,110909.3
662350050,105789.68
4137000280,106686.94
6169901130,141968.7
1953400510,104691.58
7518506716,111024.33
1552520010,106686.94
7955080270,106686.94
9212900100,101059.22
3438500798,101059.22
7899800890,101059.22
4319200605,106686.94
1329300480,106686.94
8935100100,107293.33
5016001260,101059.22
4337600280,101059.22
1446401220,101059.22
7135521530,106686.94
6888900115,101059.22
2413301070,101059.22
345700040,101059.22
5566100145,101059.22
7634800070,106686.94
9346910500,112356.42
3529300060,106686.94
8128600060,112097.195
8572900275,101059.22
4139420590,140782.5
9274200322,116261.92
1472700200,101059.22
8820903380,102996.25
8563010130,106686.94
8965450110,106686.94
9274204230,101059.22
8165501700,101059.22
2193340260,101059.22
1860600290,134667.39
1222000055,101059.22
2492200280,106686.94
2488200455,106686.94
809001520,112188.85
1796361140,101059.22
6398000011,111564.37
6813600365,106429.63
7504100920,107293.33
8835770330,101059.22
524059322,106686.94
4307330280,106686.94
1245002952,106686.94
2021069059,101059.22
5700000595,106429.63
3629970930,107293.33
3336002215,101059.22
5100401060,107293.33
3278600750,101059.22
1126069045,120145.875
7568700175,101059.22
452001475,101059.22
9283800230,106686.94
1737300130,108731.84
6189600040,101059.22
3679400025,101059.22
1096100010,101059.22
9513900050,101059.22
5452800645,106686.94
273800100,101059.22
7228500037,101059.22
808300090,106686.94
2493200215,106429.63
5035300255,101059.22
3380900160,101059.22
3630000130,101059.22
7300400670,106686.94
6798100070,101059.22
8078400010,101059.22
5566100060,101059.22
2768200212,106686.94
4035900060,101059.22
9460000110,101059.22
7199320190,101059.22
2225039081,101059.22
9512200050,110879.79
2634500085,101059.22
3654800200,106686.94
2724079090,147174.03
2597520720,104691.58
3034200426,101059.22
984000130,101059.22
7852020670,106686.94
7923500060,109630.43
2310030510,101059.22
2205500540,101059.22
2493200015,101059.22
7853361420,106686.94
5652600605,99169.11
5285200020,101059.22
9406530150,106686.94
5706300020,101059.22
3278602490,111024.33
7197000100,107805.97
4447300008,105167.81
7899800045,101059.22
9250900095,101059.22
9268851740,106686.94
8682261440,101059.22
7284900385,141424.39
8079040300,106686.94
2225300585,106686.94
3223039013,106429.63
2013801350,101059.22
4055701110,109557.164
3578401770,101059.22
4046500720,106686.94
6145601745,101059.22
5207200195,106686.94
1972201856,101059.22
7212680080,101059.22
7277100510,105826.71
522079022,106686.94
5605000440,101059.22
6632300230,101059.22
8815400165,99169.11
6708200320,117754.625
2426059076,106686.94
3260200200,101059.22
2770601741,107293.33
4338800500,101059.22
9201000320,134667.39
7655900038,101059.22
3625059140,104028.94
4222310010,101059.22
2114700115,106686.94
3291800710,107293.33
9406590010,107805.97
3025059124,153453.48
7972601250,108731.84
930000470,109822.24
6690500060,101059.22
16000015,101059.22
5693501102,111655.375
8079040490,106686.94
7225000155,107293.33
8819900170,106429.63
7972601270,101059.22
1224069074,106686.94
5126900321,106686.94
3438501860,101059.22
2822069080,106686.94
1656600310,106686.94
3856900507,111925.64
1626069139,101059.22
2524049257,105826.71
3904960150,106686.94
7214820610,101059.22
7977201845,101059.22
2428100080,107293.33
2202500135,99169.11
1523550220,106686.94
2313900610,101059.22
4123840050,106686.94
2125059124,101059.22
1225039067,101059.22
6431500283,101059.22
2473380010,101059.22
5694501195,101059.22
2881700046,101059.22
6837820330,106686.94
2337300370,101059.22
3876540630,101059.22
626059317,101059.22
3374500520,101059.22
7228501903,101059.22
4019300051,106429.63
4232902615,101059.22
3546000090,101059.22
8127700215,106429.63
3438501100,101059.22
1769600066,113023.164
8146100610,101059.22
3052700695,101059.22
7954310210,106686.94
3761700053,212744.48
1320069179,111450.48
1331900410,107293.33
7303100210,101059.22
2464400285,106686.94
6163901150,101059.22
8955800045,101059.22
2314300200,107293.33
9528104360,105167.81
4177100005,106686.94
8856960260,101059.22
1828001220,104691.58
3066400710,106686.94
624110610,107805.97
4040800260,101059.22
5019500215,101059.22
2481630180,106429.63
7203170190,106686.94
510001280,111055.15
9430110120,111719.92
1565950030,106686.94
9828202255,112356.42
3878900270,105826.71
8091600080,106429.63
1112000035,101059.22
2228900270,101059.22
6648701740,104691.58
1245003740,106429.63
2174503441,106429.63
7708250010,106686.94
6072300110,101059.22
2329800140,106686.94
1494300040,106686.94
3832050130,106686.94
7203100730,116790.01
7199330170,101059.22
7785000220,101059.22
1250201175,101059.22
4054500180,107805.97
7905200061,101059.22
3751604895,101059.22
5220300140,106429.63
3323059027,106686.94
8651611980,106686.94
8673400190,111024.33
1668500100,106686.94
1023059365,106686.94
3308030060,101059.22
4232400860,101059.22
2144800615,101059.22
1568100920,204916.34
9406510040,106686.94
2923049421,101059.22
1051000040,101059.22
2077700042,105451.33
9423800030,101059.22
9818700455,112356.42
7133300675,101059.22
4113800550,106686.94
5553300375,140782.5
2025701530,106686.94
7942601155,101059.22
7524300020,106686.94
2520069100,105826.71
5412300410,101059.22
7504110760,101059.22
2594200350,104028.94
2722059013,101059.22
8078430480,106686.94
1423069162,101059.22
8856001090,101059.22
7000100631,99169.11
4222200280,101059.22
7971300050,101059.22
2009001600,101059.22
6619910140,105826.71
2877100985,101059.22
1196000007,104691.58
1330850130,106686.94
6664900410,101059.22
1231001110,101059.22
9235900030,101059.22
9407101840,106686.94
9523103001,101059.22
2149800278,121227.32
7234601198,112188.85
9476700035,105826.71
9297301065,105826.71
518500700,101059.22
7843500090,106686.94
6056110780,101059.22
2345700260,104691.58
3509600070,101059.22
1431700280,104439.086
1623049174,107293.33
3024089049,101059.22
7853340450,106686.94
7732410360,106686.94
1446800995,106686.94
2946000285,101059.22
425079100,111719.92
3876313040,106686.94
1762600260,107805.97
1925069121,212744.48
7443000480,101059.22
7820000015,101059.22
4027701253,106686.94
2826049165,101059.22
5426300060,101059.22
1278000210,101059.22
923000270,101059.22
7657600005,99169.11
3024079057,101059.22
3276180020,101059.22
7304300760,101059.22
3908100020,106429.63
8835400805,105826.71
4051150070,101059.22
3904930530,101059.22
6163900971,106429.63
7942600310,101059.22
4365700330,101059.22
423059207,101059.22
3992700265,101059.22
7177300090,101059.22
2540820010,106686.94
5700002510,104691.58
5201000030,106686.94
7631800015,206705.6
2922702965,101059.22
1525059198,106429.63
1245003160,106429.63
3810000455,101059.22
7855600080,101059.22
5701500030,111925.64
7504020400,101059.22
1402600570,101059.22
7575610760,101059.22
8731990370,109669.125
5021900090,110255.02
290000075,134667.39
2841500010,107293.33
3955900830,106686.94
7852110140,106686.94
1311400350,101059.22
7773800015,105826.71
4123400320,101059.22
2725069157,106686.94
666000143,111655.375
5101408678,101059.22
6371000026,101059.22
2024059084,117656.85
7283900036,101059.22
8881900230,111719.92
3959400135,101059.22
7696610270,101059.22
1689400150,106686.94
5103900015,101059.22
1441000350,111925.64
5101408735,101059.22
3126059027,140782.5
2320069014,101059.22
9541600015,101059.22
8682320420,111719.92
1562200090,112356.42
3395070980,105789.68
7349600230,101059.22
522049122,101059.22
869700060,106686.94
811000055,107293.33
1221059176,106686.94
1523059103,112356.42
2025760210,106686.94
9218400088,103847.44
8682292020,101059.22
2623089135,106686.94
3758900259,111925.64
524069049,101059.22
3121500150,106686.94
5581400080,106686.94
8087800020,101059.22
4070700290,106686.94
3296000170,104691.58
9238500040,106686.94
2744600040,101059.22
6813600380,112995.03
6140100150,101059.22
2201500555,101059.22
2600110250,106686.94
4337000275,101059.22
1186000150,106429.63
1972201963,105167.81
1105000745,101059.22
2887700560,106429.63
4039700080,101059.22
522049104,99169.11
4202400078,101059.22
7520000695,101059.22
7714000310,106686.94
4319200060,101059.22
8624700015,112995.03
5104520610,106686.94
2354300845,101059.22
3824100291,101059.22
6151800612,101059.22
5454200080,101059.22
6413600290,101059.22
2131200065,101059.22
1459920010,101059.22
50300090,107293.33
2326300090,101059.22
7714000070,106686.94
3630180500,110909.3
1727850340,106686.94
8691430330,110000.65
2310030390,101059.22
5561400610,109832.3
7010701016,101059.22
7883605915,101059.22
1282300995,101059.22
4040700310,101059.22
3353400435,101059.22
2143701015,107805.97
255450020,106686.94
1020069017,134667.39
4038200120,99169.11
9284801100,101059.22
1965200075,101059.22
847100047,106686.94
4038700720,103847.44
6815100085,106429.63
2508000020,101059.22
255520180,106686.94
6822100750,106429.63
869700050,106686.94
1775801405,106686.94
6600400090,101059.22
7202330270,106686.94
1683400165,119355.81
2625069070,112491.3
7625702440,101059.22
3388000640,101059.22
1899400365,101059.22
6899990200,107293.33
5569700020,142166.66
986000045,101059.22
3293700221,101059.22
3764800250,101059.22
2291400566,101059.22
4219401236,111450.48
4239400840,101059.22
7211400990,101059.22
7696500280,101059.22
7215721070,106686.94
3204850140,104691.58
4322200220,109822.24
2566300100,99169.11
1944900090,99169.11
6648500390,101059.22
7385300020,104691.58
1704900135,101059.22
2877100655,134667.39
2726079098,106686.94
7625703800,106429.63
318300040,105789.68
7922800190,103847.44
2023049361,101059.22
8946400210,106686.94
6071600450,101059.22
4343800100,101059.22
1443300140,101059.22
1024039001,111024.33
2767704860,101059.22
7234600851,101059.22
644200065,106686.94
7784400035,150154.39
3826000560,101059.22
9272202260,101059.22
263000253,105167.81
3621059043,111719.92
240000130,106686.94
1352300120,101059.22
7849200861,101059.22
2487700130,106686.94
1796100140,101059.22
7234601221,101059.22
8651710190,101059.22
2916200091,106686.94
1232000915,101059.22
1545801970,106429.63
3211200420,101059.22
7686204675,101059.22
3141600210,101059.22
3959401284,101059.22
2113700825,101059.22
3876000710,101059.22
522069022,104691.58
3214200070,101059.22
1221039156,106686.94
259600790,101059.22
785000040,101059.22
8138870470,106686.94
2596300035,101059.22
540100057,112993.09
3073500045,112356.42
5363200266,101059.22
8682261650,101059.22
3224510080,107293.33
3211270160,106686.94
9269200520,101059.22
293810190,106686.94
4197400043,101059.22
3026079031,101059.22
5332200405,112356.42
2473411210,101059.22
9268200315,106429.63
8123500050,104691.58
3221069091,142166.66
2485000165,111719.92
4058800215,114101.086
1926059039,106686.94
2533300680,111719.92
3343903640,106429.63
5700003705,99169.11
2023049372,101059.22
4058800830,145099.98
3333002302,112356.42
2944500340,106686.94
1982200790,101059.22
8929000270,106686.94
8122101440,101059.22
7525530470,106686.94
9332800020,101059.22
3878900525,101059.22
5420300210,101059.22
9232900165,101059.22
6414100026,101059.22
3013300660,105826.71
7954300120,106686.94
1081200360,101059.22
2877102345,101059.22
2202500255,101059.22
7984400050,101059.22
9558020380,106686.94
7812801850,101059.22
8944460020,106686.94
2306400040,101059.22
8649400410,101059.22
7889602020,101059.22
2041000025,101059.22
871001484,106429.63
2767602141,101059.22
3630180470,106686.94
2769602140,101059.22
2473250280,101059.22
5422560660,106686.94
3756600240,101059.22
8651600160,101059.22
7202300540,106686.94
8961950250,104691.58
3303000130,101059.22
798000062,101059.22
1695900150,105826.71
1604730150,105286.63
4136930310,106686.94
8835401250,144891.73
8665900328,107293.33
9262800255,101059.22
1853080570,106686.94
5556300114,105826.71
9517200290,101059.22
4037200295,101059.22
7417100123,101059.22
2620069077,105826.71
7922720040,106686.94
558100090,104691.58
257000037,101059.22
3319500385,101059.22
9297301520,101059.22
3580900090,101059.22
1321039076,101059.22
7227801581,106686.94
9407001620,106686.94
2130400150,101059.22
2312400200,106686.94
4046700210,101059.22
1193000480,109822.24
1492800296,101059.22
3013300017,101059.22
3630240140,107293.33
1049010390,101059.22
9320900420,101059.22
4315700060,101059.22
2591010290,101059.22
323089085,105826.71
6600400270,106429.63
2919701105,101059.22
7202360670,111925.64
8927600100,112356.42
3211700045,106686.94
4027701326,101059.22
1601600195,101059.22
7853280350,114416.55
3629970130,106686.94
7203120020,111925.64
9542900190,101059.22
8035350120,106686.94
1238501184,106686.94
251200240,106686.94
8945300200,101059.22
2162000160,101059.22
5466310060,101059.22
1239400064,106686.94
5205000020,106686.94
1720800305,105826.71
7280300375,102083.28
2095800400,106686.94
7852010950,106686.94
1428001160,134667.39
9528104910,107805.97
8644210470,111925.64
7923300310,101059.22
254000100,104028.94
1931300688,111655.375
7007700030,101059.22
422049178,101059.22
422069067,101059.22
2923049393,101059.22
930000305,101059.22
2461900448,105167.81
2610100020,101059.22
2895550050,106686.94
7701700040,101059.22
2460900020,101059.22
9827700105,101059.22
1005000240,101059.22
7200001254,101059.22
866400040,105286.63
305000170,106686.94
2260800110,107805.97
3442000127,106686.94
5253300437,106686.94
7576700150,101059.22
5469501410,106686.94
5104531120,155551.5
723049434,106686.94
622069006,118325.03
2517101200,106686.94
8159620160,106686.94
5561300640,101059.22
3317010130,101059.22
4364200250,106429.63
8732300060,101059.22
5603700025,101059.22
3585900190,158516.06
3996900575,101059.22
8731801260,101059.22
3810000860,101059.22
5700003585,105789.68
6332000050,106429.63
9286100250,106686.94
9471201110,106429.63
9290800050,105826.71
7300200400,101059.22
526069024,105286.63
1454600156,154739.36
3904980360,106686.94
2626119062,101059.22
8651730290,107805.97
7611200195,101059.22
1919800260,106429.63
6632900354,101059.22
3972900195,101059.22
5151600170,101059.22
7016000440,99169.11
871000435,105826.71
9578060540,106686.94
2332700060,101059.22
766000240,101059.22
4363700200,101059.22
7100000250,101059.22
2781250560,101059.22
2781250100,106686.94
5419800220,101059.22
7147600245,101059.22
2926069083,110879.79
6189200125,107293.33
9542830160,106686.94
5152200020,101059.22
9412900045,101059.22
6600410480,101059.22
